Head,RightShoulder,RightArm,RightForeArm,RightHand,LeftShoulder,LeftArm,LeftForeArm,LeftHand,Hip,RightUpLeg,RightLeg,RightFoot,LeftUpLeg,LeftLeg,LeftFoot
30.44127,20.7522,66.40358,80.2115,33.03965,15.0815,57.04758,82.43925,22.47522,9.19451,25.63141,41.76625,19.8398,15.5757,116.808,24.89799
33.35866,20.65981,66.30712,81.82655,32.79545,16.00208,56.67416,84.05906,23.17212,11.27173,23.45479,41.51161,21.8228,14.8557,117.1982,23.00348
34.11879,20.57572,65.89651,83.64213,32.55806,17.22476,56.55278,85.8919,23.8748,11.76447,23.05812,40.88229,23.01484,15.1825,118.1085,20.22684
31.10381,21.2679,65.91379,84.93378,32.42427,14.03209,57.00841,87.59827,24.71671,10.87638,23.75427,40.33404,23.9008,18.05113,118.852,23.20223
30.23844,20.72461,66.08658,86.97407,32.55928,12.82632,57.58565,89.14472,25.07553,10.1954,24.71113,39.83344,24.66371,22.81003,118.4472,27.53928
29.24302,20.17609,66.47201,89.5113,32.88299,12.69745,57.82904,90.59616,25.17398,10.0708,25.00735,39.74478,25.4437,28.46125,118.1991,25.21025
28.08829,19.58543,66.86977,91.44163,33.2532,12.53414,57.96037,92.35844,25.34186,10.43,23.97418,39.13396,25.66885,34.16795,117.4838,21.98149
28.72085,20.57125,68.44234,95.30381,33.77081,17.94086,58.44746,96.12734,25.56358,12.05155,20.89807,36.37295,23.39123,43.63359,115.9151,4.068456
29.01751,21.23008,69.27855,97.0237,33.92134,19.49746,58.41948,97.40504,25.9898,12.83788,19.63128,34.45183,20.79255,47.92309,114.469,6.781111
29.1775,21.90222,69.58832,98.69808,33.96261,21.04597,58.31612,98.74186,26.5416,13.38058,17.93131,32.42305,16.94459,51.8595,111.949,9.201068
22.02874,16.45152,69.42661,100.3298,33.92761,13.86038,58.11284,100.7292,26.63356,13.58937,15.86176,30.14854,12.41286,54.46346,107.7654,11.04623
20.81747,15.69106,68.87881,101.8215,33.83263,13.64801,57.95069,102.6458,26.871,13.65014,13.82694,28.63958,8.408893,56.67389,103.3903,12.88453
20.76425,15.82652,68.31469,103.1536,33.72052,14.78749,57.77803,105.5605,26.51651,13.87266,12.15786,26.76679,5.072878,58.28539,98.37989,14.62547
18.03897,13.81218,68.09152,105.0371,33.62627,12.72669,56.93591,109.2774,27.26356,14.30188,9.61981,25.27295,14.58152,60.32439,87.7907,17.98675
17.23643,13.19783,67.96167,105.5826,33.60331,12.39054,56.25594,110.9715,27.52912,14.65908,9.547859,24.91886,23.27619,60.61423,81.95203,19.66255
16.65036,12.83641,67.6556,105.8532,33.33412,12.52726,55.56253,112.3666,27.50855,15.08665,9.409474,24.91674,32.01393,60.23069,77.03333,22.55628
15.83877,12.34381,66.96258,105.9243,33.09596,12.41255,54.82342,113.4646,27.58807,15.61024,9.170276,25.90604,38.45569,59.82566,70.96859,24.13329
15.2205,12.09533,66.40335,105.7237,32.75201,12.41393,54.24927,114.2566,27.6676,16.04867,8.914055,28.28033,41.26431,58.89273,66.00216,26.8127
14.47629,11.86725,66.15811,105.2454,32.25201,12.47827,53.41488,114.7599,27.73074,16.61915,8.437816,31.48279,41.86678,57.99329,59.67827,27.66968
13.81939,11.70232,65.89101,104.5397,31.61615,12.48524,52.54002,115.0517,27.82251,17.05738,7.987707,34.86958,41.23666,56.53349,52.95314,28.19592
12.95658,11.14232,65.9427,102.5329,30.16611,12.38212,51.02654,115.4467,27.79716,17.3876,7.97868,42.86776,36.75994,52.5812,39.28995,29.17587
12.76988,10.74551,66.61741,101.4147,29.48102,12.36158,50.57738,115.6275,27.58615,17.13288,8.381553,47.17112,34.16858,50.05722,32.33694,29.7846
12.64347,10.43346,67.20096,100.1585,30.80231,12.39231,50.372,115.6724,27.20835,16.68711,8.919766,51.1935,31.74352,47.27222,25.09733,30.30187
12.4929,10.12636,67.88354,98.86983,32.25447,12.39434,50.25624,115.696,26.80984,16.0114,10.05678,55.25632,29.88089,44.32524,17.66133,30.38534
12.32938,9.718116,68.65872,97.62294,31.77276,12.43741,50.0719,115.6554,26.32328,15.32366,12.0615,59.03832,28.83546,41.636,11.41211,29.7183
12.10343,9.176682,69.53658,96.47157,31.42317,12.6187,49.75258,115.4855,25.88617,14.73922,12.52707,63.20114,28.69983,39.19003,7.92094,30.01779
11.83146,8.738569,70.28048,97.12809,26.12247,12.93714,49.51465,115.0271,25.77267,14.11255,13.01174,67.23048,29.30405,36.80058,6.754728,30.57566
11.51327,8.407029,70.75271,97.94415,24.38848,13.26878,49.65935,114.6891,25.4433,13.52578,13.50802,71.10122,30.25605,34.2625,7.517388,31.27913
11.33346,8.413177,71.20302,97.14247,24.0935,13.82836,50.11978,114.2361,25.16116,12.96082,14.06682,75.03665,30.39122,33.38645,11.07309,32.21326
11.05289,8.422855,71.68989,96.37401,23.81072,14.21195,50.79768,113.633,25.12224,12.51698,14.51862,79.10316,31.17679,29.85269,11.65963,32.95102
10.85344,8.349057,72.06663,92.12619,26.2495,13.82337,51.62971,112.8623,25.02249,11.82197,14.99752,83.3367,31.66972,27.1909,14.51992,33.02214
11.02292,8.754154,72.31864,91.02074,25.93364,14.04517,52.41458,111.7697,24.7652,10.87472,15.6871,87.63947,31.7961,28.04308,14.37402,33.05531
11.57107,10.46563,71.86604,89.84723,25.71012,14.56347,52.99085,108.0391,25.82963,9.643241,16.76844,91.90398,31.58352,30.12592,11.71698,34.79683
12.14043,12.51416,72.46068,88.52526,25.61776,15.66311,53.30034,103.7465,27.36059,8.507441,17.94305,96.11176,31.07129,33.05418,12.58727,36.97013
14.0422,14.33767,72.69407,84.9681,25.85978,17.30943,55.23127,98.69942,27.29585,6.764807,19.21329,104.0923,30.28368,34.41622,16.35644,31.31653
14.50283,15.19924,72.56206,82.67036,26.13109,17.70767,55.23127,98.69942,27.29585,5.923216,19.63841,107.6497,30.19916,34.07525,20.15085,11.86236
14.98736,15.66331,73.25079,80.48669,26.42465,18.32253,55.23127,98.69942,27.29585,5.333648,19.95733,110.9847,29.92476,33.87326,24.27848,5.004665
14.3774,15.2493,74.00347,78.49244,26.68378,17.10861,59.47233,100.8177,23.05453,5.333648,19.95733,110.9847,29.92476,33.87326,24.27848,5.004665
13.99345,14.70927,74.70942,76.92057,26.92145,17.00507,60.70509,101.5103,23.28462,5.333648,19.95733,110.9847,29.92476,33.87326,24.27848,5.004665
13.87865,14.2892,75.64094,76.2535,27.25927,16.43505,62.23874,102.9369,22.75033,6.784228,16.50819,119.6187,27.08828,33.90998,34.56602,15.19691
13.98279,14.2371,76.44949,75.53252,27.58779,14.92838,64.10571,104.4212,23.14663,7.068485,14.99438,121.4841,26.73367,32.8729,36.70198,17.53649
16.20222,15.29392,77.64122,74.8771,28.11069,16.56347,65.67307,105.6535,23.6881,7.641191,13.73437,121.5585,26.46857,29.8489,37.66019,19.56197
16.07283,15.16206,78.68832,74.30029,28.95988,16.04525,67.062,106.5994,24.33523,10.19855,12.31289,122.064,25.64698,25.71165,37.60087,21.51532
16.00315,15.08566,78.85151,74.28448,30.13803,14.79848,67.37446,107.1912,24.00278,12.39984,11.60875,122.1254,28.61214,23.80592,36.52395,22.46102
15.94185,15.12951,78.34303,75.0614,31.40337,13.73694,67.13614,107.5197,24.40632,11.91394,13.40167,121.4167,32.26074,24.25506,36.01855,23.91452
16.69732,14.17989,77.84769,76.18922,32.46637,15.94402,66.92628,108.2517,24.60768,11.55853,15.96007,117.0915,32.17993,24.54157,35.2552,24.78593
16.7182,13.55318,77.49261,77.34782,33.17268,15.62276,66.50759,108.8958,24.42909,12.15998,17.18558,112.441,31.54942,23.32689,34.07362,25.19791
16.48624,12.7339,77.25623,78.56213,33.54035,14.99831,65.61353,110.0262,24.02547,12.15998,19.38917,110.645,19.73171,23.32689,34.91031,24.5271
16.05812,11.15575,77.18095,81.30088,34.11122,13.36363,62.52859,112.6949,22.81514,12.39288,33.72956,116.384,17.66164,22.01186,34.74759,20.97176
15.99717,10.24226,77.24764,82.57086,34.32762,12.59824,60.49945,114.0961,22.00126,12.78731,37.12408,115.4505,16.07918,20.7503,34.02859,17.97893
16.22169,9.284147,77.33492,83.78114,34.54145,11.90564,58.65404,115.5114,20.29603,13.40155,38.48739,113.1253,14.5631,23.4436,31.20489,14.26535
16.52906,8.303615,77.22248,84.72336,34.69964,11.1407,57.25874,116.5192,19.40843,13.35458,40.20674,109.6652,13.58747,22.45649,29.24229,10.13232
17.08848,7.518847,76.96295,85.7396,34.89198,10.47215,56.21128,117.3231,18.49045,13.21784,41.40714,104.9844,13.28096,21.5747,26.54455,4.769489
17.82048,6.757974,76.75558,86.44518,34.9437,9.882435,55.36483,117.1271,16.73656,13.00999,42.43638,99.64226,13.6046,20.50082,23.84681,7.321353
18.65885,5.82981,76.91882,87.0526,34.96915,9.32919,54.83324,116.4276,16.36489,12.6449,43.34928,94.3289,14.57193,20.01586,21.6464,12.28816
19.59656,5.06701,77.05034,87.65535,34.9819,8.698942,54.6639,116.6237,17.29181,12.46085,43.66345,88.47316,15.70646,20.09012,19.65731,19.69041
19.59656,5.621674,77.07775,88.29583,34.64185,7.1318,54.49601,116.3025,18.61777,12.4176,43.47829,82.23862,16.498,20.20586,17.3472,24.20999
19.59656,6.458752,76.75292,89.00206,34.31255,5.040518,54.95391,115.9896,18.4229,12.51968,42.9682,75.63918,16.88082,20.52671,16.64951,30.64863
19.57391,8.950106,75.2515,90.46944,34.23064,2.728307,56.11791,114.8373,18.38737,13.24357,42.33242,62.78029,16.90342,20.70615,19.54894,35.75795
19.89168,10.1646,74.13757,90.98649,34.84983,2.729167,57.4794,113.6012,19.92585,13.67116,42.14595,56.47365,17.01265,20.54235,22.38855,36.10018
20.07716,11.15835,72.90742,91.35193,34.88339,3.002052,58.78989,112.3175,21.68525,13.9202,41.50595,49.76062,17.51685,20.59014,25.74249,35.21698
26.37168,4.617529,71.69422,91.18048,35.24277,7.188787,58.92151,111.2719,20.82772,13.94003,40.3106,42.59985,18.47539,20.59716,29.2882,32.10781
27.21825,4.296072,70.28118,91.21007,35.63152,7.782773,58.98122,110.3481,19.97341,13.87204,38.70877,35.10563,19.65174,20.26135,32.83815,28.96908
28.03631,3.939613,69.08688,91.45721,35.73752,7.107379,60.29497,109.4032,15.66025,13.77401,36.73039,27.54255,20.64868,19.66823,36.64944,26.87999
28.81793,3.755896,67.78559,91.66069,35.87707,6.296427,61.5175,108.4867,15.33268,13.77584,34.73103,20.42873,21.3352,19.05177,40.73045,24.82412
29.12373,3.617237,66.71302,92.30029,34.99849,4.630397,63.28462,107.7182,15.10505,13.8516,32.86061,14.41518,21.60158,18.52667,44.743,27.08898
29.46286,3.266055,66.05727,92.31344,35.02264,4.624307,63.51434,107.0944,14.95181,14.02493,31.47325,10.04797,22.20277,18.08545,48.5681,26.03969
30.74599,2.804422,65.63435,92.20535,35.09052,6.314063,63.01481,106.5354,14.87054,13.99379,30.28959,8.687948,23.2192,17.93003,52.37917,25.84295
30.98873,2.862163,65.26565,92.08252,35.22452,6.283853,62.42897,105.9243,14.85802,13.79291,29.22681,8.65135,23.49538,17.98186,56.1939,25.45846
31.50253,3.339527,64.99985,92.05157,35.41075,6.160011,61.88308,104.8414,14.89907,13.55434,27.67777,8.178809,24.27371,18.12976,60.05226,25.33918
32.06664,4.003477,65.0966,92.07738,35.63219,6.269631,61.2126,103.9177,15.05535,13.33519,26.03305,4.20453,24.8475,17.89046,64.32405,25.42127
32.65563,4.016752,65.52084,92.35879,35.82539,6.806701,60.45929,102.8928,15.35933,13.05759,25.68355,2.053202,24.73241,17.68418,68.83702,25.62164
32.80921,3.725552,66.50555,92.23871,36.02015,8.447096,59.37574,100.5391,16.36681,11.66864,25.28541,5.529409,24.87501,18.04616,78.12246,26.16798
33.07051,3.921888,66.62262,92.06066,35.98682,9.888619,59.32772,99.24129,17.03184,10.735,26.68357,9.624207,25.33445,18.3768,83.21294,25.73712
33.01594,10.37281,64.13107,91.82693,35.88494,11.18719,58.6963,97.42647,17.41888,9.719326,27.07728,11.80452,23.55355,18.91463,86.85005,26.26914
33.11914,13.99592,63.68406,91.59669,35.77259,12.30219,58.03304,94.93681,17.93052,8.861163,25.89769,13.40307,18.09053,19.28392,91.27486,25.55845
33.18503,17.09542,63.6986,91.35622,35.71915,13.13927,58.22439,93.42226,18.31309,7.99594,24.74561,15.4672,13.88798,19.44224,95.30284,24.64727
33.50928,18.62422,63.70969,90.96303,35.68517,14.23754,58.25188,91.74021,18.38416,6.802328,23.60723,16.95654,10.66225,19.865,99.13258,23.6918
33.79944,19.13997,63.74928,90.02032,35.48021,15.3192,61.32685,90.86066,18.18469,5.599205,22.82339,26.72876,8.303897,20.12983,102.4715,23.20994
33.94366,19.12341,64.05997,88.85035,34.99535,15.61089,61.40113,88.26797,17.96638,4.43364,23.62175,31.00617,7.842228,20.12584,106.1712,22.19219
34.9759,18.28366,64.70062,88.18406,34.12857,16.20343,60.84143,86.66874,18.2414,3.653627,25.1493,35.79215,12.10557,19.26732,110.2524,21.2399
35.96384,18.21674,65.46359,88.38351,33.56335,17.04213,59.93583,86.83873,19.34089,3.940805,25.34877,38.62393,15.58658,19.09802,113.1009,20.63583
36.78493,18.57147,65.58357,89.4262,33.19438,18.07749,59.04462,87.78426,20.61664,5.553429,24.49425,40.8254,18.34688,18.53902,115.8571,19.4356
37.10466,18.78679,65.51455,90.6994,33.02235,19.36182,58.59687,88.79119,21.52933,8.039708,22.40628,41.709,20.48458,17.24336,118.9209,16.71063
37.39164,18.76196,65.48692,91.83157,32.96222,20.78017,58.13026,90.19756,22.63396,10.12451,20.6566,41.35949,22.13826,16.22227,121.6888,14.64156
37.63085,18.73823,64.89983,93.278,32.93693,22.26957,57.64798,91.78438,24.21679,10.22181,20.63686,40.65802,23.27771,15.71665,123.9175,11.07868
37.79225,19.04339,64.65594,93.42489,33.0699,23.85438,57.29081,93.2411,25.38961,8.47515,21.56927,39.89627,24.20302,16.79507,119.4815,12.41602
37.88201,19.93016,64.49007,94.42245,33.42112,25.46181,57.06147,94.67486,25.84057,6.880284,22.29428,39.45181,25.21597,19.7288,119.2527,9.111046
38.07157,20.25517,64.68348,94.56528,34.23171,26.3135,56.92699,96.21067,25.96543,5.990257,22.4613,39.09607,26.6672,23.97599,118.2826,6.212038
38.23922,20.66384,65.25241,95.7136,34.58202,27.10846,56.84832,97.83615,26.00416,5.911306,21.5031,38.26386,28.02012,28.46136,117.4223,3.109386
28.78425,19.6789,66.79102,97.13004,34.81619,16.73566,56.80929,99.37512,26.08316,6.34894,19.88998,36.97586,28.53877,32.98602,116.2689,1.546075
27.56452,19.15709,67.11587,98.64729,34.86499,16.67751,56.79934,100.8978,25.68573,7.183556,18.51003,35.43239,28.52228,37.7655,115.4075,4.181191
26.25272,19.26209,67.92831,100.0933,34.55928,16.57599,56.90897,102.6044,25.82065,7.925784,17.73619,33.83626,21.30618,42.03666,114.4375,7.311933
24.8843,18.42836,67.52083,101.4324,34.47029,16.43935,57.00656,104.0645,25.81539,9.065007,16.44651,31.84862,17.43381,46.38977,112.3579,9.813205
24.99123,18.55224,67.28449,102.5498,34.24918,17.85554,57.20211,105.183,25.99624,10.17655,14.96105,29.84871,13.16772,50.06783,108.9794,11.76886
25.04537,18.8052,66.63342,103.3675,33.90899,19.1881,57.57118,106.5821,26.24451,10.96102,13.35969,27.9465,8.803239,52.77386,104.7136,13.47237
20.89943,16.15173,66.17029,103.9955,33.49098,15.58945,57.81126,107.8643,26.39628,11.23544,12.69529,26.25107,5.660262,53.84643,105.1085,20.43497
18.58104,14.73033,65.81844,104.6089,32.80587,14.50218,57.78045,110.4366,26.89306,12.16463,11.14844,23.95948,15.09305,55.84236,99.86391,29.19704
17.58298,14.15906,65.44942,104.6955,32.59388,14.17834,57.60904,111.4176,27.0096,12.39693,10.99309,23.58225,23.71162,56.27458,94.29951,31.18467
16.7166,13.43336,64.98133,104.7393,31.65512,13.95336,57.36328,112.1851,27.1613,12.69257,10.66372,24.02812,32.27246,56.59751,77.75161,22.99333
15.90763,12.50163,64.31296,104.8147,30.55584,13.75435,56.97631,112.686,27.3586,13.114,10.06629,25.33411,38.76242,55.48512,70.86909,24.58283
15.2156,11.65398,63.91737,104.8891,29.96306,12.93235,57.33134,112.9673,27.22952,13.6664,9.78089,27.60821,42.48312,55.16644,64.69956,25.52514
14.61023,11.06339,63.74162,104.7972,29.40143,12.30684,57.56502,112.9744,27.1895,14.30364,9.259978,30.57193,43.02337,54.5119,58.42971,26.01636
14.09758,10.77545,63.38761,103.1709,31.13279,12.46852,56.95259,113.1023,27.20342,15.0386,8.719092,33.66875,43.25835,53.74686,52.04814,26.09166
13.68453,10.57574,63.18575,102.4563,30.76858,12.60912,56.24936,113.2915,27.18613,15.63918,8.432337,36.61016,42.13622,52.3908,45.44813,26.26586
13.28072,10.36654,63.36963,101.665,30.43125,13.59335,53.58582,113.3972,28.00189,15.79057,8.467474,41.24691,39.30859,50.43704,39.83518,28.08646
12.97008,10.11126,63.87385,100.8107,30.10047,13.41249,53.19057,113.3558,28.35232,15.52744,8.871767,45.43717,36.96744,48.13556,33.27424,28.91668
12.97008,10.11126,63.87385,100.8107,30.10047,13.41249,53.19057,113.4406,28.28794,15.04105,9.587417,49.28308,33.35505,47.60506,33.27424,28.91668
12.97008,10.11126,63.87385,100.8107,30.10047,13.41249,53.19057,113.5908,28.0059,14.4706,10.80357,53.23091,30.01452,46.9718,33.27424,28.91668
12.45033,9.300337,67.06214,98.14774,29.33924,13.27304,52.43612,113.4505,25.99636,13.79917,12.37401,56.76771,31.75501,40.68621,11.87214,30.68822
12.2939,8.89505,68.45638,97.28815,29.20249,13.4108,52.11555,113.2271,25.20646,13.14154,12.86887,60.87168,31.4507,38.53035,7.433252,30.76801
12.02928,8.676759,70.10042,95.89532,29.09013,13.88385,52.22798,112.6812,23.5778,11.95054,13.59509,68.89858,32.91753,37.12458,7.451354,31.46093
12.06826,8.815778,70.08447,95.27095,29.37121,14.1012,52.81945,112.1983,22.89708,11.43387,14.15363,73.00344,33.682,34.56597,7.116849,32.44051
12.14327,9.110013,69.79111,94.62061,29.3541,14.26254,53.86641,111.3938,22.32182,10.6596,15.06254,77.28945,33.99733,31.48352,4.415238,33.05327
11.8239,9.338927,69.63689,93.89975,29.67613,14.38422,55.15192,108.5238,23.09356,9.75321,16.09265,81.77689,33.80144,26.32612,8.778196,32.75546
11.44196,10.01368,69.67865,93.09151,29.7261,14.56897,56.57481,105.1615,24.41411,8.898484,16.97099,86.43581,33.21878,27.61382,9.750398,31.31344
13.60189,13.11023,70.24673,92.18909,29.78555,15.39659,58.17846,103.0068,24.33552,8.35806,17.55678,91.19578,32.41582,30.63136,12.65687,29.32578
14.21531,14.04913,70.98844,91.01952,29.83961,15.8985,59.54999,100.5644,24.29128,7.873827,18.13202,95.82508,31.60489,33.66082,14.88004,26.44691
15.76564,15.92727,71.7358,87.64954,29.99731,17.66973,61.12018,101.7932,20.54549,7.134325,18.71085,104.4417,30.4181,34.38541,21.18297,18.00094
16.49505,16.80199,72.37067,85.63071,30.17571,18.67211,61.19912,101.0889,20.5818,7.129274,18.98947,108.3015,30.19098,34.28815,24.31081,11.43963
16.94301,16.92933,72.73647,83.71013,30.34374,19.03137,62.00658,100.1845,20.65938,7.780257,19.24731,111.9514,29.67485,34.03821,28.18649,6.449409
16.9291,16.57556,72.99129,81.79094,30.35869,19.80619,64.05322,99.59048,20.55954,8.777036,18.9349,115.0713,28.63704,33.73625,31.65061,9.617366
16.67958,16.14035,73.80691,80.81716,30.28734,20.59193,65.26769,100.5771,21.2976,9.749111,18.15489,118.0443,27.29912,33.68176,34.69531,13.76074
16.81185,16.15329,74.90073,80.1423,30.22136,20.59262,65.25238,100.6614,21.40604,10.65446,16.96766,120.58,26.44087,33.35426,36.84891,16.40812
16.952,16.27973,75.95032,79.14284,30.22235,21.09178,64.91097,101.6167,21.66098,11.20938,15.32566,122.3348,26.18517,31.31985,37.88849,18.60856
17.06382,16.10728,77.19341,79.57716,30.11814,17.2071,66.43373,102.7454,20.89363,13.15842,14.8418,122.7729,25.60251,27.27602,37.97123,20.48239
17.4498,16.03085,77.78057,79.373,30.82499,16.49881,66.71654,103.2338,21.46418,15.46177,13.64083,123.4802,24.53363,24.87288,37.75594,21.90347
16.92088,15.96375,77.60184,79.75565,31.83483,15.50381,66.5633,103.5119,21.89024,15.84403,13.28036,124.2134,22.56386,24.49006,37.35789,22.99854
17.01846,15.1935,76.57173,81.94405,33.64537,16.63228,65.73078,105.7477,21.43485,15.32341,20.27474,122.5729,19.8185,23.78982,37.12814,24.85245
16.85506,14.32233,76.14732,83.25735,34.03611,16.14454,64.97663,107.4281,21.3886,15.23596,23.99743,121.8159,18.53779,22.40139,35.78519,24.63597
16.49048,13.40079,75.99899,84.59684,34.2082,15.48491,63.75469,109.1366,21.401,15.10173,24.66672,116.9709,21.88589,21.25498,34.3631,23.98359
16.32698,12.61596,76.10149,85.98559,34.36528,14.96755,62.05661,110.6492,21.27083,15.19495,25.09415,112.0381,25.74298,20.82254,33.28071,22.81462
16.12366,11.62131,76.30846,87.28954,34.53603,14.23831,60.16673,111.9901,20.51724,15.31634,28.81436,111.3639,23.61124,21.90013,33.53484,20.55728
15.84616,10.371,76.56709,88.37857,34.67652,13.31829,58.45942,113.9413,18.51925,15.50685,32.34067,110.7972,21.02663,22.54629,33.51913,17.37802
15.96179,9.351253,76.70178,89.32247,34.80201,12.43079,57.06124,114.7906,17.70417,15.48866,40.02859,115.9679,12.5902,21.86919,32.16087,13.73243
16.39649,8.528226,76.61263,90.18283,34.86673,11.37813,55.99729,115.3815,17.08637,15.392,40.99178,111.7479,11.58996,20.98684,30.11078,9.761562
16.97581,7.712916,76.53034,91.4678,35.28408,10.95065,54.90173,115.7451,15.56178,15.23509,41.47617,106.8454,11.18663,20.26977,27.92488,6.01309
17.6318,6.890293,76.5963,92.56985,35.73273,10.22518,54.22569,115.6466,14.44531,14.94451,42.38383,102.3145,12.16611,19.49754,25.96372,8.070244
18.99601,5.488048,76.95682,93.11855,35.71837,8.447187,54.15195,115.8438,15.92095,14.30572,43.77986,91.44283,15.67033,19.20637,23.50119,19.78899
19.71704,5.108253,76.69778,92.77281,34.75438,7.218577,54.90034,115.5062,16.22048,14.06035,43.34552,85.19016,16.77771,19.51753,23.35609,25.3829
20.4564,4.864247,76.08455,93.32432,34.7622,5.984241,56.05307,114.9591,15.92869,14.00091,42.6646,78.60572,17.23242,19.76473,23.642,29.77343
21.20366,4.794538,75.10272,93.79646,34.81393,5.045331,57.50328,114.3627,15.89489,14.17668,42.24159,72.15524,17.40115,19.64266,24.92257,31.94222
21.93024,4.708861,73.86147,94.13532,34.89856,4.570495,58.82741,113.8048,16.14011,14.38591,41.99978,65.85908,17.73437,19.27544,26.83396,33.01346
21.90074,5.527567,72.58865,94.33144,34.99281,3.570624,59.60025,112.9385,16.1314,14.43264,41.40793,59.54633,18.19874,18.98052,29.20834,33.44971
21.87747,6.382646,71.48539,94.40342,35.08991,2.775806,59.946,112.3016,16.05117,14.36441,40.84539,52.8601,18.71417,18.59504,31.92237,32.98248
23.33905,4.804488,70.83283,94.48195,35.04811,3.339762,61.2116,111.4336,15.57283,13.76763,37.78128,37.83546,20.1789,18.00994,31.33361,37.24322
25.27177,4.103518,69.88763,94.36234,34.90649,4.96414,61.84282,110.8236,15.66587,13.55168,35.84359,34.93123,20.1789,17.65323,34.23132,35.84388
25.95895,4.304992,69.07064,94.09544,34.86787,5.293273,62.16404,110.3779,15.39185,13.48023,34.16165,32.35342,20.1789,17.28654,37.46833,34.9133
26.10461,4.372118,67.22388,93.68338,34.85019,5.125848,62.84584,108.6537,15.06238,13.46625,32.58228,16.02066,22.06114,17.12921,47.77985,27.79904
26.29077,4.202109,66.93441,93.18474,34.88934,4.994643,63.44038,107.0284,14.74114,13.47051,31.11308,10.44539,22.82764,17.17099,51.0878,27.24791
27.767,3.903481,66.58655,92.72043,34.99078,6.607032,63.60703,105.4445,14.39965,13.36856,30.06817,6.998558,23.36847,17.33479,54.57799,27.36382
27.93567,4.419137,66.16777,92.42201,35.14827,6.494782,63.55426,103.8568,14.10064,13.12422,28.67741,5.635306,23.57258,17.53089,58.16119,27.38853
